transaction_id,batch_id,batch_type,event_timestamp,account_id,merchant_category,country,channel,payment_method,transaction_hour,amount,account_age_days,prior_chargebacks,login_velocity_24h,device_trust_score,ip_risk_score,merchant_risk_score,fraud_probability_simulated,label_fraud
01-0000381,1,baseline,2025-02-05 22:50:00,107065,electronics,IN,web,wallet,19,289.8,609,0,3,0.7626,0.1687,0.1138,0.0119,0
01-0000382,1,baseline,2025-02-04 07:19:00,102407,fashion,IN,ios,upi,14,59.61,163,0,1,0.7971,0.0098,0.1686,0.0047,0
01-0000383,1,baseline,2025-02-09 19:47:00,108595,travel,BR,pos,upi,23,27.48,270,0,3,0.5633,0.325,0.1216,0.0682,0
01-0000384,1,baseline,2025-02-03 09:43:00,112961,utilities,NG,android,upi,4,49.89,159,0,4,0.8518,0.0983,0.0825,0.0179,0
01-0000385,1,baseline,2025-02-01 03:48:00,104277,utilities,NG,android,card,9,79.79,780,0,5,0.9112,0.0942,0.217,0.0194,0
01-0000386,1,baseline,2025-02-02 06:40:00,107529,fuel,BR,pos,card,4,326.15,470,0,2,0.7731,0.1238,0.2277,0.0255,0
01-0000387,1,baseline,2025-02-05 11:09:00,114675,grocery,IN,ios,card,10,51.75,309,0,2,0.7407,0.158,0.3064,0.0125,0
01-0000388,1,baseline,2025-02-09 12:11:00,106842,fashion,GB,android,upi,14,95.1,133,0,0,0.7497,0.048,0.1678,0.0077,0
01-0000389,1,baseline,2025-02-11 00:28:00,101531,grocery,IN,web,card,20,399.7,110,0,5,0.5178,0.1335,0.256,0.0474,0
01-0000390,1,baseline,2025-02-12 04:42:00,105126,gaming,IN,android,upi,23,63.71,331,1,3,0.687,0.2788,0.1513,0.058,0
01-0000391,1,baseline,2025-02-13 04:16:00,109944,gaming,US,android,wallet,20,377.08,413,1,2,0.9331,0.4687,0.2021,0.0684,0
01-0000392,1,baseline,2025-02-12 02:03:00,100621,fuel,GB,android,card,19,110.42,212,0,2,0.5907,0.4659,0.1879,0.0522,0
01-0000393,1,baseline,2025-02-11 19:22:00,107972,fashion,IN,android,card,0,183.34,1082,0,3,0.8175,0.3476,0.1727,0.0228,0
01-0000394,1,baseline,2025-02-09 23:47:00,106633,utilities,IN,web,upi,6,151.95,435,0,3,0.8772,0.0239,0.4187,0.0092,0
01-0000395,1,baseline,2025-02-08 06:33:00,114848,fashion,DE,web,upi,23,32.17,90,1,4,0.8911,0.1317,0.1027,0.0284,0
01-0000396,1,baseline,2025-02-14 03:55:00,111811,fashion,IN,android,card,21,143.5,543,0,2,0.7909,0.3071,0.2901,0.017,0
01-0000397,1,baseline,2025-02-14 04:49:00,114322,gaming,IN,web,card,7,530.94,345,0,1,0.9054,0.0163,0.126,0.0101,0
01-0000398,1,baseline,2025-02-04 13:18:00,101286,food_delivery,IN,ios,wallet,19,17.44,332,0,4,0.6801,0.2138,0.4105,0.0197,0
01-0000399,1,baseline,2025-02-01 06:59:00,107194,utilities,IN,android,wallet,21,61.8,604,1,3,0.8252,0.2512,0.1412,0.017,0
01-0000400,1,baseline,2025-02-04 09:55:00,110045,gaming,GB,ios,card,12,194.94,208,0,4,0.7061,0.3488,0.4645,0.1188,0
01-0000401,1,baseline,2025-02-01 12:01:00,106720,utilities,GB,web,upi,18,241.2,130,0,4,0.815,0.1195,0.1017,0.02,0
01-0000402,1,baseline,2025-02-09 00:12:00,106044,fuel,US,android,upi,19,25.89,449,1,1,0.8686,0.3615,0.0874,0.0174,0
01-0000403,1,baseline,2025-02-02 11:17:00,105349,grocery,US,android,wallet,13,407.53,38,2,4,0.8207,0.025,0.4721,0.0706,0
01-0000404,1,baseline,2025-02-07 20:51:00,100246,food_delivery,GB,android,card,1,66.9,169,0,4,0.8811,0.0164,0.3662,0.0248,0
01-0000405,1,baseline,2025-02-06 20:21:00,102577,pharmacy,IN,web,card,4,201.7,455,0,4,0.6678,0.0171,0.0505,0.0187,0
01-0000406,1,baseline,2025-02-08 22:04:00,114467,utilities,IN,ios,upi,20,151.26,744,0,4,0.9002,0.0095,0.43,0.0099,0
01-0000407,1,baseline,2025-02-09 03:49:00,110227,grocery,GB,pos,card,21,35.23,410,0,1,0.6538,0.0559,0.2583,0.013,0
01-0000408,1,baseline,2025-02-04 15:36:00,101577,fuel,IN,android,card,1,50.67,424,0,0,0.8293,0.1719,0.0807,0.0068,0
01-0000409,1,baseline,2025-02-14 05:02:00,113302,travel,IN,android,upi,15,44.07,535,0,1,0.8972,0.004,0.355,0.0071,0
01-0000410,1,baseline,2025-02-13 05:16:00,111764,food_delivery,IN,web,upi,8,76.39,277,0,2,0.8088,0.2094,0.1849,0.0093,0
01-0000411,1,baseline,2025-02-14 05:30:00,107142,fashion,IN,web,card,2,31.76,306,0,1,0.8397,0.224,0.2881,0.0115,0
01-0000412,1,baseline,2025-02-10 05:57:00,104008,food_delivery,IN,ios,card,17,42.39,857,0,3,0.5893,0.0547,0.4753,0.0175,0
01-0000413,1,baseline,2025-02-04 21:51:00,113764,electronics,IN,web,netbanking,9,79.27,348,0,3,0.6623,0.2902,0.0648,0.0161,0
01-0000414,1,baseline,2025-02-01 00:26:00,110769,food_delivery,IN,web,netbanking,1,59.94,614,0,1,0.975,0.2812,0.2545,0.0079,0
01-0000415,1,baseline,2025-02-01 23:23:00,103677,utilities,IN,ios,upi,9,215.35,1108,0,5,0.7981,0.1388,0.1366,0.0139,0
01-0000416,1,baseline,2025-02-03 19:51:00,103114,electronics,IN,android,upi,0,99.84,97,0,2,0.5878,0.4108,0.1615,0.032,0
01-0000417,1,baseline,2025-02-07 00:31:00,104006,utilities,BR,ios,upi,19,78.35,599,0,2,0.8574,0.1355,0.126,0.0096,0
01-0000418,1,baseline,2025-02-09 07:19:00,103206,utilities,IN,web,card,10,95.28,937,0,0,0.8694,0.142,0.2565,0.0053,0
01-0000419,1,baseline,2025-02-12 19:50:00,114327,food_delivery,IN,android,card,19,205.08,583,0,1,0.8815,0.1286,0.243,0.0075,0
01-0000420,1,baseline,2025-02-09 16:00:00,106145,fashion,IN,pos,upi,0,39.49,787,0,3,0.6796,0.1194,0.2893,0.0147,0
01-0000421,1,baseline,2025-02-09 04:13:00,113791,electronics,IN,web,card,15,86.28,305,0,1,0.8288,0.1472,0.1894,0.0077,0
01-0000422,1,baseline,2025-02-13 16:19:00,103021,jewellery,IN,web,card,12,98.43,748,1,2,0.846,0.0749,0.056,0.0172,0
01-0000423,1,baseline,2025-02-12 16:19:00,107685,fashion,US,web,card,18,42.74,554,0,0,0.8145,0.239,0.5003,0.015,0
01-0000424,1,baseline,2025-02-02 03:43:00,112777,food_delivery,IN,web,card,16,101.67,266,0,3,0.7424,0.224,0.1016,0.0158,0
01-0000425,1,baseline,2025-02-07 10:18:00,108261,food_delivery,IN,web,upi,5,324.57,338,0,2,0.8118,0.3905,0.0358,0.0187,0
01-0000426,1,baseline,2025-02-05 10:43:00,102179,utilities,IN,ios,card,1,105.92,441,0,1,0.7927,0.165,0.1841,0.0113,0
01-0000427,1,baseline,2025-02-09 05:47:00,105298,fashion,US,pos,card,18,37.32,626,0,2,0.8497,0.1564,0.2198,0.0124,0
01-0000428,1,baseline,2025-02-14 18:23:00,114621,pharmacy,AE,web,card,20,287.55,931,0,5,0.7259,0.0719,0.0954,0.0272,0
01-0000429,1,baseline,2025-02-01 11:47:00,100427,electronics,IN,web,card,6,92.52,474,0,2,0.7348,0.0572,0.134,0.0086,0
01-0000430,1,baseline,2025-02-12 04:40:00,103944,fuel,IN,web,upi,8,133.91,367,0,2,0.7602,0.0399,0.1154,0.0068,0
01-0000431,1,baseline,2025-02-04 08:28:00,105622,fashion,NG,web,card,9,46.76,291,0,1,0.8973,0.0696,0.5283,0.012,0
01-0000432,1,baseline,2025-02-07 12:33:00,103249,fashion,BR,ios,card,16,220.9,493,0,1,0.7047,0.0149,0.0822,0.0111,0
01-0000433,1,baseline,2025-02-13 16:13:00,114776,gaming,NG,android,netbanking,10,58.17,273,0,0,0.9513,0.2994,0.2732,0.0157,0
01-0000434,1,baseline,2025-02-09 14:28:00,109899,grocery,IN,web,card,2,500.39,77,0,0,0.8026,0.0989,0.51,0.0155,0
01-0000435,1,baseline,2025-02-03 06:47:00,107622,electronics,IN,android,card,18,134.35,162,0,0,0.7835,0.0552,0.4047,0.0079,0
01-0000436,1,baseline,2025-02-03 00:01:00,102908,food_delivery,IN,ios,upi,2,13.45,520,0,0,0.8482,0.1177,0.1869,0.0043,0
01-0000437,1,baseline,2025-02-06 00:37:00,112107,gaming,NG,web,card,3,21.63,174,0,2,0.7082,0.141,0.0901,0.032,0
01-0000438,1,baseline,2025-02-06 22:51:00,101988,electronics,IN,android,upi,4,255.47,575,0,4,0.768,0.0448,0.0631,0.0136,0
01-0000439,1,baseline,2025-02-02 17:25:00,102413,utilities,IN,pos,wallet,5,134.35,455,0,3,0.8976,0.382,0.4777,0.0274,0
01-0000440,1,baseline,2025-02-03 04:56:00,106439,fashion,IN,web,card,23,118.25,203,0,2,0.8942,0.1096,0.0785,0.0095,0
01-0000441,1,baseline,2025-02-04 19:35:00,111012,grocery,IN,ios,card,8,64.14,771,0,1,0.8652,0.0587,0.1335,0.0046,0
01-0000442,1,baseline,2025-02-14 14:37:00,112163,pharmacy,IN,web,card,7,25.53,61,0,2,0.5014,0.1954,0.0653,0.0162,0
01-0000443,1,baseline,2025-02-11 11:54:00,108854,food_delivery,IN,web,card,0,63.99,728,0,2,0.7395,0.0331,0.0286,0.0083,0
01-0000444,1,baseline,2025-02-01 12:50:00,107323,fuel,IN,ios,upi,16,209.12,465,0,3,0.8161,0.1661,0.2899,0.0129,0
01-0000445,1,baseline,2025-02-06 04:25:00,114799,fashion,GB,web,card,13,69.99,396,0,3,0.6169,0.5534,0.0239,0.055,0
01-0000446,1,baseline,2025-02-04 22:17:00,103389,grocery,GB,android,upi,20,89.02,122,1,0,0.8609,0.1531,0.0728,0.0113,0
01-0000447,1,baseline,2025-02-02 08:06:00,104677,fuel,BR,android,card,10,120.64,470,0,1,0.8431,0.1424,0.1728,0.0114,0
01-0000448,1,baseline,2025-02-10 14:41:00,113086,fashion,DE,ios,card,6,45.49,323,0,2,0.5319,0.3576,0.074,0.0349,0
01-0000449,1,baseline,2025-02-12 23:50:00,106997,gaming,BR,web,card,17,192.62,490,0,5,0.8332,0.6662,0.2193,0.1562,1
01-0000450,1,baseline,2025-02-08 12:28:00,111825,grocery,IN,web,wallet,18,115.9,163,0,5,0.8844,0.265,0.2069,0.0193,0
01-0000451,1,baseline,2025-02-04 18:50:00,104073,food_delivery,IN,ios,upi,9,79.52,494,0,2,0.7916,0.1008,0.4673,0.01,0
01-0000452,1,baseline,2025-02-12 08:15:00,107271,fashion,DE,ios,netbanking,19,253.88,108,0,1,0.9089,0.5601,0.2846,0.0292,1
01-0000453,1,baseline,2025-02-03 20:05:00,111060,food_delivery,US,ios,card,0,118.89,280,0,6,0.7897,0.0854,0.0691,0.0399,0
01-0000454,1,baseline,2025-02-13 19:54:00,111068,fashion,US,web,card,9,115.68,268,0,3,0.7574,0.4034,0.0507,0.0341,0
01-0000455,1,baseline,2025-02-03 05:11:00,101027,gaming,NG,pos,wallet,7,143.77,585,0,1,0.9558,0.1726,0.1198,0.0128,0
01-0000456,1,baseline,2025-02-01 23:44:00,114176,fashion,IN,web,card,7,127.8,286,0,4,0.9586,0.4235,0.287,0.0252,0
01-0000457,1,baseline,2025-02-03 04:54:00,110969,grocery,NG,web,upi,9,139.51,435,0,0,0.8594,0.1981,0.2798,0.0097,0
01-0000458,1,baseline,2025-02-08 12:39:00,104558,jewellery,US,android,upi,17,759.33,247,0,1,0.8908,0.2317,0.0614,0.0217,0
01-0000459,1,baseline,2025-02-13 05:16:00,112516,pharmacy,US,web,card,11,61.67,285,0,2,0.866,0.2236,0.0535,0.0134,0
01-0000460,1,baseline,2025-02-01 18:56:00,104254,jewellery,IN,web,upi,2,17.4,147,0,1,0.8433,0.2945,0.2648,0.0175,0
01-0000461,1,baseline,2025-02-14 08:36:00,103721,grocery,IN,pos,card,21,41.31,560,0,1,0.8996,0.0405,0.2653,0.0048,0
01-0000462,1,baseline,2025-02-13 03:23:00,104016,utilities,IN,web,upi,6,486.16,284,0,1,0.8721,0.3327,0.064,0.0098,0
01-0000463,1,baseline,2025-02-02 13:00:00,105378,food_delivery,IN,web,upi,18,73.9,344,0,3,0.8227,0.0391,0.1461,0.0071,0
01-0000464,1,baseline,2025-02-12 03:44:00,100101,food_delivery,IN,android,card,20,30.01,567,0,3,0.7805,0.173,0.2486,0.012,0
01-0000465,1,baseline,2025-02-11 04:41:00,105182,fashion,BR,android,netbanking,12,63.9,529,0,0,0.8243,0.1012,0.4095,0.0085,0
01-0000466,1,baseline,2025-02-09 10:40:00,111569,food_delivery,GB,android,wallet,16,78.63,389,0,3,0.8434,0.1667,0.2368,0.0158,0
01-0000467,1,baseline,2025-02-02 09:27:00,113146,grocery,GB,ios,wallet,7,209.86,234,0,5,0.7008,0.095,0.2058,0.0319,0
01-0000468,1,baseline,2025-02-02 03:33:00,111441,travel,IN,android,card,0,215.13,957,0,1,0.8419,0.1156,0.1001,0.0139,0
01-0000469,1,baseline,2025-02-05 06:24:00,102337,food_delivery,IN,ios,card,14,638.45,374,0,2,0.8621,0.0211,0.0339,0.0073,0
01-0000470,1,baseline,2025-02-01 10:06:00,106528,fashion,AE,web,card,8,119.41,78,0,3,0.9478,0.0048,0.2179,0.012,0
01-0000471,1,baseline,2025-02-14 16:12:00,113714,grocery,IN,web,upi,21,103.39,209,0,6,0.7756,0.436,0.2349,0.044,0
01-0000472,1,baseline,2025-02-07 03:43:00,112769,food_delivery,IN,android,upi,2,153.6,280,2,2,0.9345,0.0446,0.2412,0.0205,0
01-0000473,1,baseline,2025-02-02 02:35:00,101388,gaming,IN,ios,upi,23,66.85,176,0,3,0.5821,0.2718,0.1525,0.0458,0
01-0000474,1,baseline,2025-02-08 06:26:00,101997,grocery,GB,web,netbanking,14,95.05,108,0,4,0.57,0.2697,0.1401,0.0423,0
01-0000475,1,baseline,2025-02-02 06:46:00,100556,electronics,IN,ios,upi,22,116.8,526,0,4,0.7804,0.1526,0.1905,0.0134,0
01-0000476,1,baseline,2025-02-14 17:18:00,114308,gaming,IN,android,netbanking,15,84.25,482,0,3,0.7908,0.0712,0.4639,0.0202,0
01-0000477,1,baseline,2025-02-11 13:43:00,112176,travel,IN,ios,netbanking,2,209.46,243,1,2,0.9438,0.1079,0.1803,0.024,0
01-0000478,1,baseline,2025-02-12 06:48:00,111009,grocery,IN,web,wallet,4,81.9,509,0,3,0.6945,0.2727,0.1383,0.02,0
01-0000479,1,baseline,2025-02-08 18:04:00,100980,fuel,IN,web,card,2,339.46,116,0,0,0.8218,0.1615,0.1307,0.0102,0
01-0000480,1,baseline,2025-02-10 08:48:00,100643,grocery,IN,web,netbanking,19,180.63,471,0,3,0.8504,0.0384,0.3086,0.009,0
01-0000481,1,baseline,2025-02-06 08:52:00,108522,travel,IN,ios,card,11,108.92,768,0,1,0.6325,0.0713,0.4579,0.0212,0
01-0000482,1,baseline,2025-02-01 18:15:00,102608,fashion,IN,web,upi,9,411.77,314,0,0,0.6418,0.2298,0.2242,0.0118,0
01-0000483,1,baseline,2025-02-05 14:11:00,107767,food_delivery,IN,android,card,5,201.46,488,0,3,0.9213,0.2579,0.1397,0.017,1
01-0000484,1,baseline,2025-02-12 12:11:00,101474,fashion,IN,android,upi,10,116.84,306,0,0,0.9191,0.1803,0.1832,0.0047,0
01-0000485,1,baseline,2025-02-10 16:30:00,113287,fashion,GB,web,upi,17,259.92,150,0,1,0.8505,0.1742,0.2956,0.0139,0
01-0000486,1,baseline,2025-02-06 22:51:00,110010,gaming,IN,pos,netbanking,6,86.49,436,0,1,0.9688,0.1935,0.0751,0.0076,0
01-0000487,1,baseline,2025-02-06 15:40:00,110115,gaming,IN,ios,upi,6,33.48,454,0,6,0.9311,0.1426,0.2087,0.0221,0
01-0000488,1,baseline,2025-02-03 11:58:00,111726,electronics,SG,android,upi,17,272.94,624,0,0,0.8762,0.0274,0.1037,0.0054,0
01-0000489,1,baseline,2025-02-02 08:08:00,114731,grocery,IN,web,card,18,99.61,234,0,1,0.9081,0.1928,0.2413,0.008,0
01-0000490,1,baseline,2025-02-12 17:26:00,111938,electronics,DE,pos,card,23,123.47,343,0,0,0.8175,0.0967,0.0779,0.0106,0
01-0000491,1,baseline,2025-02-11 16:46:00,110223,jewellery,IN,ios,netbanking,15,272.37,711,0,1,0.7587,0.0286,0.0513,0.0087,0
01-0000492,1,baseline,2025-02-01 18:21:00,103300,travel,IN,android,card,3,35.43,629,0,3,0.7785,0.1354,0.142,0.0223,0
01-0000493,1,baseline,2025-02-09 19:03:00,105014,fashion,DE,ios,netbanking,13,229.6,808,0,3,0.8264,0.1401,0.0937,0.0137,0
01-0000494,1,baseline,2025-02-01 01:52:00,105888,pharmacy,IN,ios,card,15,86.65,619,0,2,0.9022,0.2578,0.1349,0.0092,0
01-0000495,1,baseline,2025-02-07 11:31:00,114061,food_delivery,BR,web,card,10,26.35,223,0,2,0.8324,0.2186,0.0804,0.0131,0
01-0000496,1,baseline,2025-02-09 15:11:00,110268,travel,US,web,card,12,201.36,529,0,5,0.8414,0.1565,0.2389,0.0544,0
01-0000497,1,baseline,2025-02-02 05:51:00,101186,grocery,US,android,card,20,33.25,178,0,2,0.8778,0.2944,0.1135,0.0155,0
01-0000498,1,baseline,2025-02-08 04:20:00,109751,food_delivery,IN,web,card,9,34.4,586,0,0,0.8096,0.0283,0.1911,0.004,0
01-0000499,1,baseline,2025-02-08 03:39:00,110233,fashion,IN,web,card,20,35.87,275,0,4,0.9411,0.258,0.0534,0.0114,0
01-0000500,1,baseline,2025-02-02 02:56:00,113867,utilities,AE,android,netbanking,23,54.64,717,1,2,0.7495,0.2791,0.1884,0.0351,0
01-0000501,1,baseline,2025-02-08 09:13:00,101623,travel,IN,android,upi,5,64.23,499,0,2,0.9181,0.0491,0.1673,0.0105,0
01-0000502,1,baseline,2025-02-07 00:03:00,101196,electronics,AE,pos,card,10,16.01,833,0,4,0.9166,0.1576,0.207,0.0138,0
01-0000503,1,baseline,2025-02-14 03:53:00,102689,food_delivery,US,android,wallet,16,148.22,69,0,3,0.8694,0.1253,0.2757,0.0169,0
01-0000504,1,baseline,2025-02-09 18:09:00,110039,electronics,IN,android,card,17,70.44,300,0,3,0.7938,0.1864,0.0526,0.0115,0
01-0000505,1,baseline,2025-02-05 15:34:00,105794,grocery,IN,pos,upi,15,146.54,628,0,1,0.705,0.0867,0.3043,0.0081,0
01-0000506,1,baseline,2025-02-03 20:37:00,108653,fashion,IN,web,upi,19,135.44,233,0,0,0.9315,0.1188,0.0911,0.0037,0
01-0000507,1,baseline,2025-02-07 07:42:00,107495,fuel,GB,android,card,0,151.63,56,0,5,0.8622,0.3995,0.1219,0.0644,0
01-0000508,1,baseline,2025-02-13 01:33:00,111689,pharmacy,SG,web,netbanking,0,182.25,431,0,1,0.5154,0.1271,0.1457,0.0243,0
01-0000509,1,baseline,2025-02-07 15:36:00,100803,travel,IN,ios,card,17,133.29,933,0,3,0.9872,0.0038,0.7356,0.0185,0
01-0000510,1,baseline,2025-02-01 09:09:00,113273,fuel,IN,ios,upi,7,47.97,164,0,5,0.8667,0.1434,0.1114,0.012,0
01-0000511,1,baseline,2025-02-11 23:54:00,106085,electronics,IN,android,netbanking,7,78.57,498,0,1,0.6735,0.2668,0.0525,0.0091,0
01-0000512,1,baseline,2025-02-08 10:10:00,110822,food_delivery,IN,android,card,14,82.14,200,0,2,0.9095,0.121,0.0705,0.0067,0
01-0000513,1,baseline,2025-02-09 01:55:00,108054,food_delivery,IN,android,card,16,59.04,134,0,2,0.9472,0.4031,0.1784,0.013,0
01-0000514,1,baseline,2025-02-01 16:38:00,114554,electronics,IN,web,card,12,23.4,145,1,1,0.8223,0.0729,0.345,0.0112,0
01-0000515,1,baseline,2025-02-13 02:43:00,104183,electronics,IN,pos,upi,21,536.18,224,0,2,0.8842,0.1387,0.1892,0.0092,0
01-0000516,1,baseline,2025-02-06 09:43:00,111961,fashion,AE,android,netbanking,19,109.4,277,0,2,0.6706,0.4154,0.0932,0.0289,0
01-0000517,1,baseline,2025-02-03 12:39:00,106091,grocery,BR,android,upi,12,52.09,198,0,2,0.4476,0.3312,0.1399,0.0365,0
01-0000518,1,baseline,2025-02-09 09:52:00,114436,food_delivery,IN,android,card,6,31.43,38,1,1,0.547,0.1457,0.2204,0.0215,0
01-0000519,1,baseline,2025-02-05 11:43:00,111692,utilities,IN,web,card,14,164.87,471,0,2,0.7043,0.2243,0.2612,0.0169,0
01-0000520,1,baseline,2025-02-03 06:46:00,108242,travel,IN,web,upi,17,151.74,193,1,2,0.8031,0.2766,0.2694,0.038,0
01-0000521,1,baseline,2025-02-13 14:56:00,102857,food_delivery,GB,android,card,13,113.35,395,0,3,0.98,0.289,0.165,0.0185,0
01-0000522,1,baseline,2025-02-10 18:26:00,102160,grocery,US,android,upi,5,72.78,763,0,3,0.8713,0.203,0.094,0.0162,0
01-0000523,1,baseline,2025-02-14 08:44:00,104635,food_delivery,US,pos,card,15,177.61,216,0,3,0.8324,0.1583,0.2103,0.0219,0
01-0000524,1,baseline,2025-02-13 04:32:00,113799,grocery,GB,ios,upi,7,102.56,604,0,1,0.6616,0.2166,0.1154,0.0142,0
01-0000525,1,baseline,2025-02-12 04:26:00,104141,gaming,IN,web,wallet,5,110.66,208,0,1,0.7216,0.117,0.0848,0.0157,0
01-0000526,1,baseline,2025-02-14 01:02:00,114563,food_delivery,GB,web,card,12,121.73,677,0,2,0.8244,0.0581,0.068,0.0102,0
01-0000527,1,baseline,2025-02-04 23:06:00,103734,electronics,IN,ios,upi,14,47.53,418,0,0,0.8818,0.2578,0.083,0.0046,0
01-0000528,1,baseline,2025-02-13 08:03:00,101966,food_delivery,GB,android,upi,20,225.57,916,0,2,0.8848,0.3609,0.104,0.0158,0
01-0000529,1,baseline,2025-02-09 12:50:00,100559,electronics,IN,pos,card,11,443.55,123,0,2,0.5762,0.0698,0.2857,0.0202,0
01-0000530,1,baseline,2025-02-07 18:06:00,105341,gaming,DE,ios,card,1,97.61,605,0,1,0.9448,0.1844,0.1229,0.0203,0
01-0000531,1,baseline,2025-02-01 19:37:00,114351,grocery,IN,ios,upi,21,63.53,495,0,5,0.8108,0.1001,0.1316,0.012,0
01-0000532,1,baseline,2025-02-14 11:40:00,110310,utilities,IN,ios,card,22,106.74,547,0,2,0.5975,0.1014,0.2963,0.0154,0
01-0000533,1,baseline,2025-02-03 05:50:00,107629,electronics,SG,pos,card,5,29.85,462,0,1,0.8732,0.17,0.2408,0.0133,0
01-0000534,1,baseline,2025-02-07 22:48:00,101643,fashion,IN,android,upi,6,132.5,293,0,3,0.6392,0.0797,0.0147,0.0108,0
01-0000535,1,baseline,2025-02-12 16:28:00,104904,grocery,IN,web,card,7,188.99,416,0,2,0.8727,0.1472,0.037,0.008,0
01-0000536,1,baseline,2025-02-03 07:06:00,101426,gaming,IN,ios,card,12,47.1,239,0,7,0.7281,0.0655,0.0972,0.0411,0
01-0000537,1,baseline,2025-02-08 12:55:00,113207,electronics,IN,web,upi,19,299.52,154,0,3,0.8868,0.0867,0.0048,0.0075,0
01-0000538,1,baseline,2025-02-05 05:51:00,103524,fashion,IN,ios,wallet,9,46.97,447,0,4,0.8385,0.0462,0.2163,0.0086,0
01-0000539,1,baseline,2025-02-09 01:44:00,100328,gaming,IN,android,card,18,8.7,764,0,5,0.7662,0.1509,0.2209,0.0242,0
01-0000540,1,baseline,2025-02-10 15:51:00,104931,grocery,IN,android,upi,2,45.9,799,0,1,0.4989,0.5194,0.3592,0.0375,0
01-0000541,1,baseline,2025-02-09 11:32:00,101589,food_delivery,SG,ios,card,8,56.6,382,0,2,0.7322,0.2956,0.1642,0.0228,0
01-0000542,1,baseline,2025-02-03 14:00:00,111890,grocery,IN,ios,upi,0,50.0,422,0,1,0.8307,0.3403,0.1816,0.0114,0
01-0000543,1,baseline,2025-02-08 20:21:00,100281,electronics,IN,android,card,5,48.54,421,0,1,0.6981,0.2265,0.1414,0.0135,0
01-0000544,1,baseline,2025-02-04 21:27:00,110883,electronics,IN,web,card,23,59.47,399,0,2,0.9085,0.0823,0.1748,0.0084,0
01-0000545,1,baseline,2025-02-08 20:10:00,100458,food_delivery,NG,web,card,3,203.04,738,0,3,0.9458,0.085,0.4746,0.0237,0
01-0000546,1,baseline,2025-02-11 01:54:00,113816,food_delivery,AE,web,card,19,27.33,44,1,5,0.5456,0.1426,0.1682,0.0707,0
01-0000547,1,baseline,2025-02-14 22:04:00,100039,fuel,IN,web,upi,6,101.36,216,0,3,0.9441,0.3981,0.1219,0.0131,0
01-0000548,1,baseline,2025-02-08 17:36:00,111106,electronics,IN,web,card,3,29.04,492,0,4,0.7731,0.2054,0.2311,0.0213,0
01-0000549,1,baseline,2025-02-02 01:28:00,109128,grocery,IN,android,card,8,53.82,336,0,1,0.8229,0.1313,0.0764,0.0061,0
01-0000550,1,baseline,2025-02-01 16:19:00,103115,electronics,IN,ios,netbanking,13,49.53,383,1,4,0.6902,0.0584,0.2153,0.0202,0
01-0000551,1,baseline,2025-02-04 05:44:00,110763,fuel,DE,android,upi,11,150.08,665,0,4,0.8942,0.246,0.1225,0.0189,0
01-0000552,1,baseline,2025-02-07 03:40:00,104236,fuel,SG,web,card,12,88.08,674,0,1,0.8676,0.2206,0.0589,0.0103,0
01-0000553,1,baseline,2025-02-07 19:45:00,105311,pharmacy,IN,web,card,3,157.99,634,0,0,0.8169,0.1538,0.1634,0.0083,0
01-0000554,1,baseline,2025-02-10 14:13:00,105582,fuel,IN,android,upi,4,40.08,629,0,1,0.9788,0.1803,0.1265,0.005,0
01-0000555,1,baseline,2025-02-11 00:33:00,113920,jewellery,IN,web,upi,19,149.25,147,0,2,0.8453,0.0355,0.2775,0.0127,0
01-0000556,1,baseline,2025-02-03 13:24:00,114464,food_delivery,IN,android,card,10,157.96,113,1,0,0.8824,0.0678,0.2653,0.0095,0
01-0000557,1,baseline,2025-02-13 18:14:00,111334,pharmacy,AE,web,card,14,153.77,662,0,4,0.9589,0.1719,0.2364,0.0196,0
01-0000558,1,baseline,2025-02-05 10:04:00,101220,gaming,US,ios,upi,0,13.96,283,0,4,0.7752,0.2576,0.3309,0.055,0
01-0000559,1,baseline,2025-02-11 01:03:00,114818,grocery,IN,web,upi,17,87.47,640,0,3,0.9507,0.1009,0.2562,0.0068,0
01-0000560,1,baseline,2025-02-08 01:21:00,104754,gaming,BR,ios,card,4,48.2,422,0,5,0.8946,0.1146,0.2664,0.0504,0
01-0000561,1,baseline,2025-02-09 12:06:00,111524,fuel,US,web,card,6,101.26,260,0,5,0.9017,0.0646,0.3287,0.0248,0
01-0000562,1,baseline,2025-02-09 21:58:00,113058,grocery,AE,android,card,21,57.75,971,0,1,0.9136,0.2925,0.0238,0.0092,0
01-0000563,1,baseline,2025-02-02 03:38:00,107836,utilities,NG,web,netbanking,14,59.38,35,0,0,0.6116,0.1338,0.4534,0.0167,0
01-0000564,1,baseline,2025-02-14 12:06:00,113131,grocery,IN,android,wallet,2,424.77,606,0,2,0.8621,0.0884,0.0726,0.0086,0
01-0000565,1,baseline,2025-02-09 17:24:00,100841,grocery,IN,android,upi,9,54.49,202,0,2,0.7091,0.1504,0.1284,0.009,0
01-0000566,1,baseline,2025-02-04 04:35:00,105907,gaming,GB,web,upi,23,80.7,417,0,2,0.892,0.3778,0.2406,0.0415,1
01-0000567,1,baseline,2025-02-11 06:45:00,101796,pharmacy,AE,ios,upi,19,172.9,526,0,1,0.9278,0.1508,0.427,0.0112,0
